sex_female,sex_male,pclass,fare,IsAlone,HasCabin
0.0000,1.0000,0.8358,-0.5062,0.8217,-0.5512
0.0000,1.0000,-1.5422,9.3635,0.8217,1.8141
0.0000,1.0000,0.8358,-0.4740,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.0142,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.3887,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3761,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4904,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.1140,-1.2170,-0.5512
0.0000,1.0000,-1.5422,0.3548,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5121,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.7292,-1.2170,1.8141
0.0000,1.0000,-1.5422,-0.0593,0.8217,1.8141
0.0000,1.0000,-1.5422,0.9671,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.3770,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.1512,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.4420,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.2010,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5062,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.2490,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,1.8141
1.0000,0.0000,-1.5422,2.3051,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.2783,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.2099,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.3887,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5087,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5087,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5057,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.4539,0.8217,1.8141
1.0000,0.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,-1.5422,1.5095,-1.2170,1.8141
0.0000,1.0000,-1.5422,-0.1455,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.2099,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.1512,-1.2170,-0.5512
1.0000,0.0000,-1.5422,2.3051,-1.2170,1.8141
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.1512,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5201,0.8217,-0.5512
1.0000,0.0000,-1.5422,1.4223,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5057,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.2831,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.4905,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3770,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.0900,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.3886,0.8217,1.8141
1.0000,0.0000,0.8358,-0.1874,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.2099,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5062,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.0631,0.8217,1.8141
0.0000,1.0000,-1.5422,0.3281,0.8217,1.8141
0.0000,1.0000,0.8358,-0.6598,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4954,-1.2170,-0.5512
0.0000,1.0000,-1.5422,-0.1169,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5184,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5185,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5062,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5229,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3519,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.3616,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5048,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.4867,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.3957,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3497,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5180,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.6598,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.8122,0.8217,1.8141
0.0000,1.0000,-1.5422,-0.1404,0.8217,1.8141
1.0000,0.0000,-1.5422,0.3790,-1.2170,1.8141
1.0000,0.0000,-0.3532,0.1536,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.4974,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.9497,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5184,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.6598,0.8217,-0.5512
0.0000,1.0000,-1.5422,1.1009,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.4740,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.1169,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5180,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5185,0.8217,-0.5512
1.0000,0.0000,0.8358,0.7009,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5180,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4838,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.1110,-1.2170,1.8141
0.0000,1.0000,-1.5422,0.1149,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5121,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5219,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3616,-1.2170,-0.5512
0.0000,1.0000,-1.5422,0.5410,-1.2170,-0.5512
1.0000,0.0000,-1.5422,1.5563,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5077,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.0458,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.2490,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5132,0.8217,-0.5512
1.0000,0.0000,-1.5422,2.3425,0.8217,1.8141
0.0000,1.0000,-1.5422,0.8122,0.8217,1.8141
1.0000,0.0000,-1.5422,0.6960,0.8217,1.8141
0.0000,1.0000,-1.5422,0.0347,0.8217,1.8141
1.0000,0.0000,0.8358,-0.3077,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5062,0.8217,-0.5512
1.0000,0.0000,-1.5422,1.1694,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.2644,-1.2170,-0.5512
0.0000,1.0000,0.8358,0.4455,0.8217,-0.5512
1.0000,0.0000,-1.5422,4.4733,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.4740,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5085,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.0480,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.4544,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.0347,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.6598,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4774,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.0788,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5115,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5048,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.2573,-1.2170,-0.5512
0.0000,1.0000,0.8358,0.1166,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,-1.5422,-0.1404,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5085,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4740,0.8217,-0.5512
0.0000,1.0000,-1.5422,1.6879,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.3781,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.3448,-1.2170,-0.5512
0.0000,1.0000,0.8358,0.7009,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.4182,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5184,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.3957,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3331,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.3448,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.3550,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.1874,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5077,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.3879,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.2010,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5082,-1.2170,-0.5512
0.0000,1.0000,-1.5422,1.1009,-1.2170,1.8141
1.0000,0.0000,-1.5422,-0.1570,-1.2170,1.8141
1.0000,0.0000,-1.5422,0.8654,0.8217,1.8141
0.0000,1.0000,-0.3532,0.0641,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.8413,-1.2170,1.8141
0.0000,1.0000,-1.5422,0.0249,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5185,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4197,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.4248,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.5077,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5121,0.8217,-0.5512
1.0000,0.0000,-1.5422,-0.1404,-1.2170,1.8141
0.0000,1.0000,-1.5422,1.1694,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.4158,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.4740,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.3790,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.6598,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.2490,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5180,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.4674,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3566,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4399,-1.2170,-0.5512
1.0000,0.0000,-0.3532,0.1032,-1.2170,-0.5512
1.0000,0.0000,-1.5422,0.9417,-1.2170,1.8141
0.0000,1.0000,-1.5422,-0.1404,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4079,0.8217,1.8141
0.0000,1.0000,-1.5422,0.4248,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5185,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.3184,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5062,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5185,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.4194,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,-1.5422,1.9937,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.1175,0.8217,1.8141
1.0000,0.0000,0.8358,0.1166,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4743,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.1874,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.2490,-1.2170,-0.5512
0.0000,1.0000,-1.5422,0.5370,-1.2170,1.8141
1.0000,0.0000,-1.5422,3.4748,-1.2170,1.8141
0.0000,1.0000,-1.5422,0.1149,0.8217,-0.5512
1.0000,0.0000,-1.5422,-0.1525,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5085,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.4544,0.8217,1.8141
1.0000,0.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.4723,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.3517,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.2490,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3448,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4348,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.4338,-1.2170,1.8141
1.0000,0.0000,-1.5422,0.8654,-1.2170,1.8141
0.0000,1.0000,-1.5422,-0.1404,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.0631,0.8217,1.8141
0.0000,1.0000,0.8358,-0.4740,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.2490,-1.2170,-0.5512
0.0000,1.0000,-1.5422,-0.1404,0.8217,1.8141
1.0000,0.0000,0.8358,-0.5062,-1.2170,-0.5512
1.0000,0.0000,-1.5422,-0.0401,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5048,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.4544,0.8217,1.8141
1.0000,0.0000,0.8358,-0.4420,-1.2170,-0.5512
0.0000,1.0000,-1.5422,0.3684,-1.2170,1.8141
1.0000,0.0000,-1.5422,-0.1175,0.8217,1.8141
1.0000,0.0000,-1.5422,9.3635,-1.2170,1.8141
0.0000,1.0000,-1.5422,0.3575,-1.2170,-0.5512
0.0000,1.0000,0.8358,0.2577,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3838,-1.2170,-0.5512
0.0000,1.0000,-1.5422,0.0058,0.8217,1.8141
0.0000,1.0000,-1.5422,-0.1512,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5062,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4904,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5057,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.4676,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.4551,-1.2170,1.8141
0.0000,1.0000,-1.5422,-0.0631,0.8217,1.8141
1.0000,0.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.8522,-1.2170,1.8141
0.0000,1.0000,-1.5422,-0.1512,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5121,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.8985,-1.2170,1.8141
0.0000,1.0000,-0.3532,-0.1463,-1.2170,-0.5512
1.0000,0.0000,-1.5422,1.1009,-1.2170,1.8141
0.0000,1.0000,-0.3532,-0.3957,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5062,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5219,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.6960,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.0788,0.8217,1.8141
1.0000,0.0000,-1.5422,0.3575,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5048,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.4544,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.1512,-1.2170,-0.5512
1.0000,0.0000,-1.5422,-0.0533,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5002,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.8124,-1.2170,1.8141
0.0000,1.0000,0.8358,0.7009,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.6598,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3761,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.3770,-1.2170,-0.5512
1.0000,0.0000,-1.5422,0.3473,-1.2170,1.8141
1.0000,0.0000,-1.5422,1.1009,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.2050,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.1512,-1.2170,1.8141
0.0000,1.0000,-1.5422,3.6791,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,-1.5422,2.0161,-1.2170,1.8141
0.0000,1.0000,-0.3532,-0.3957,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.1404,0.8217,1.8141
1.0000,0.0000,0.8358,-0.4551,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.5121,0.8217,-0.5512
0.0000,1.0000,-0.3532,0.0641,-1.2170,-0.5512
1.0000,0.0000,-1.5422,4.4856,-1.2170,1.8141
1.0000,0.0000,-1.5422,0.3575,-1.2170,1.8141
1.0000,0.0000,-1.5422,0.9671,-1.2170,1.8141
1.0000,0.0000,-1.5422,-0.1229,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5180,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5102,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.0480,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5180,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5184,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5185,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4962,0.8217,-0.5512
1.0000,0.0000,-1.5422,-0.1525,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5073,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.3886,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.3548,0.8217,1.8141
1.0000,0.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5219,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.0533,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.2191,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.0436,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.3761,0.8217,-0.5512
1.0000,0.0000,0.8358,0.2577,-1.2170,-0.5512
0.0000,1.0000,-0.3532,0.6118,-1.2170,-0.5512
0.0000,1.0000,-1.5422,0.3684,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.2010,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5184,0.8217,-0.5512
1.0000,0.0000,-0.3532,0.1032,-1.2170,-0.5512
