sex_female,sex_male,Title_Miss,Title_Mr,Title_Mrs,pclass
1.0000,0.0000,0.0000,0.0000,1.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
1.0000,0.0000,1.0000,0.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,1.0000,0.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
1.0000,0.0000,0.0000,0.0000,1.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
1.0000,0.0000,1.0000,0.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,1.0000,0.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
1.0000,0.0000,1.0000,0.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
1.0000,0.0000,1.0000,0.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,0.0000,0.0000,1.0000,-1.5422
1.0000,0.0000,0.0000,0.0000,1.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,0.0000,0.0000,1.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
1.0000,0.0000,1.0000,0.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,0.0000,0.0000,1.0000,-1.5422
0.0000,1.0000,0.0000,0.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,0.0000,0.0000,1.0000,-1.5422
1.0000,0.0000,1.0000,0.0000,0.0000,-0.3532
1.0000,0.0000,0.0000,0.0000,1.0000,-1.5422
1.0000,0.0000,1.0000,0.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,0.0000,0.0000,1.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
1.0000,0.0000,0.0000,0.0000,1.0000,-0.3532
1.0000,0.0000,1.0000,0.0000,0.0000,0.8358
1.0000,0.0000,0.0000,0.0000,1.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,0.0000,0.0000,-1.5422
1.0000,0.0000,0.0000,0.0000,1.0000,0.8358
1.0000,0.0000,0.0000,0.0000,1.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
1.0000,0.0000,1.0000,0.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
1.0000,0.0000,0.0000,0.0000,1.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,1.0000,0.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,0.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,1.0000,0.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,1.0000,0.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,0.0000,0.0000,1.0000,-1.5422
1.0000,0.0000,0.0000,0.0000,1.0000,0.8358
1.0000,0.0000,0.0000,0.0000,1.0000,-0.3532
1.0000,0.0000,1.0000,0.0000,0.0000,-1.5422
1.0000,0.0000,0.0000,0.0000,1.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,1.0000,0.0000,0.0000,0.8358
1.0000,0.0000,1.0000,0.0000,0.0000,-0.3532
1.0000,0.0000,1.0000,0.0000,0.0000,0.8358
1.0000,0.0000,1.0000,0.0000,0.0000,0.8358
1.0000,0.0000,0.0000,0.0000,1.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,1.0000,0.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,1.0000,0.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,0.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,1.0000,0.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,0.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
1.0000,0.0000,0.0000,0.0000,1.0000,0.8358
0.0000,1.0000,0.0000,0.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,0.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-1.5422
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
1.0000,0.0000,0.0000,0.0000,1.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,-0.3532
0.0000,1.0000,0.0000,1.0000,0.0000,0.8358
